,location_name,year,Average,cause_name,metric_name,val_y,upper,lower
5694,Yemen,1994,78.31600147416442,Esophageal cancer,Number,63.73106892125311,102.9384241252116,19.56205636178517
5695,Yemen,1994,78.31600147416442,Stomach cancer,Number,264.98776136702776,387.8082210885144,167.27686187594247
5696,Yemen,1994,78.31600147416442,Liver cancer,Number,38.90240629412448,61.35390139513894,22.0345242345008
5697,Saudi Arabia,1995,100.50230386169665,Esophageal cancer,Number,35.302998762354854,50.51809944408252,23.549787465818
5698,Saudi Arabia,1995,100.50230386169665,Stomach cancer,Number,101.47954978187497,140.51927514589184,69.06257249100754
5699,Iraq,1995,195.49225853100722,Esophageal cancer,Number,33.31683630594378,48.04789064364032,21.55107668309105
5700,Iraq,1995,195.49225853100722,Stomach cancer,Number,154.152444088744,216.22443670018583,101.2975955347718
5701,Iraq,1995,195.49225853100722,Liver cancer,Number,96.99541933240388,137.55785962423116,63.21797741502361
5702,Libya,1996,45.22963841567259,Non-melanoma skin cancer,Number,0.6493350206821119,0.98003491256134,0.4168244347591914
5703,Libya,1996,45.22963841567259,Ovarian cancer,Number,30.86321494607595,44.97260935762518,19.69668725396023
5704,Libya,1996,45.22963841567259,Testicular cancer,Number,7.879407661900631,18.6309527849016,3.087552171886859
5705,Libya,1996,45.22963841567259,Kidney cancer,Number,27.855681990224376,39.283959078802326,18.288556613238857
5706,Libya,1996,45.22963841567259,Bladder cancer,Number,85.8935735593408,120.90887622004176,58.43149321320448
5707,Libya,1996,45.22963841567259,Brain and central nervous system cancer,Number,53.792827822015866,78.9480489028937,34.61369459867148
5708,Libya,1996,45.22963841567259,Thyroid cancer,Number,38.31273386121971,58.84312184341106,22.873737987917263
5709,Libya,1996,45.22963841567259,Mesothelioma,Number,0.5618364924938075,1.2312363637633907,0.2838431688457591
5710,Libya,1996,45.22963841567259,Hodgkin lymphoma,Number,31.20763896789415,45.59340097079804,19.99316525004305
5711,Libya,1996,45.22963841567259,Non-Hodgkin lymphoma,Number,35.13205760232466,49.67964033019748,22.46063799346126
5712,Kuwait,1995,18.268956153119444,Cervical cancer,Number,11.681435714985568,16.51219176594796,7.701957842362189
5713,Kuwait,1995,18.268956153119444,Uterine cancer,Number,9.31031408234636,12.996590845169608,6.493999441166422
5714,Kuwait,1995,18.268956153119444,Prostate cancer,Number,46.099539970398745,67.85482525536673,30.76974039596133
5715,Kuwait,1995,18.268956153119444,Colon and rectum cancer,Number,33.37612042179898,44.08626586146895,23.730272440366363
5716,Kuwait,1995,18.268956153119444,Lip and oral cavity cancer,Number,5.296025762375211,7.168375423794122,3.728179304433928
5717,Kuwait,1995,18.268956153119444,Nasopharynx cancer,Number,7.290114722689817,10.163709866070324,4.875074236014225
5718,Kuwait,1995,18.268956153119444,Other pharynx cancer,Number,1.0559168159105172,1.4248712087737558,0.7159460760904419
5719,Syrian Arab Republic,1993,111.00529386767458,"Tracheal, bronchus, and lung cancer",Number,146.98434798368615,207.65456172010985,96.69196736783708
5720,Syrian Arab Republic,1993,111.00529386767458,Breast cancer,Number,341.965088839612,486.6200115767029,223.72508888858096
5721,Syrian Arab Republic,1993,111.00529386767458,Cervical cancer,Number,58.12892676564452,89.57381122785364,34.31483760459464
5722,Syrian Arab Republic,1993,111.00529386767458,Uterine cancer,Number,43.242221394315536,66.18858197623437,26.95339356987661
5723,Syrian Arab Republic,1993,111.00529386767458,Prostate cancer,Number,185.6906292737181,277.01995548529857,115.98623901718535
5724,Syrian Arab Republic,1993,111.00529386767458,Colon and rectum cancer,Number,173.10692029025952,238.2043289547423,118.50095705589024
5725,Syrian Arab Republic,1993,111.00529386767458,Lip and oral cavity cancer,Number,20.74192014153136,28.674531064141192,13.836736725075392
5726,Syrian Arab Republic,1993,111.00529386767458,Nasopharynx cancer,Number,6.074766307433529,8.652793477341406,3.977536157125909
5727,Libya,1993,41.02686829464522,Non-melanoma skin cancer,Number,0.5970324068844031,0.8944648629041606,0.3808934060684366
5728,Libya,1993,41.02686829464522,Ovarian cancer,Number,25.267631602786626,40.07717056341616,15.148275618271857
5729,Libya,1993,41.02686829464522,Testicular cancer,Number,6.345539894386824,14.555600697385458,2.5000870567897486
5730,Libya,1993,41.02686829464522,Kidney cancer,Number,25.081228763862573,37.28263794558127,15.823356154440956
5731,Libya,1993,41.02686829464522,Bladder cancer,Number,75.46515201641505,107.51210494309274,50.02060512774227
5732,Libya,1993,41.02686829464522,Brain and central nervous system cancer,Number,50.36422713622608,76.55276588219687,31.755224494949964
5733,Libya,1993,41.02686829464522,Thyroid cancer,Number,33.0401479210332,50.55645034049416,19.391034899654716
5734,Libya,1993,41.02686829464522,Mesothelioma,Number,0.5135136929040767,1.1026961872731311,0.2585452381270566
5735,Libya,1993,41.02686829464522,Hodgkin lymphoma,Number,27.17923067249416,39.06168487702222,17.339484945244347
5736,Libya,1993,41.02686829464522,Non-Hodgkin lymphoma,Number,31.53950790734677,46.20272216848698,19.577313950335054
5737,Libya,1993,41.02686829464522,Multiple myeloma,Number,15.827311143016493,22.718962811977768,9.94886303308935
5738,Libya,1993,41.02686829464522,Leukemia,Number,126.33813928804626,195.9025876503457,72.43573033761766
5739,Morocco,1995,234.02995120141406,Other malignant neoplasms,Number,358.58270060908046,494.8480158853493,238.83578911251465
5740,United Arab Emirates,1995,20.110893855181452,Esophageal cancer,Number,14.012219717744252,23.07473179975503,4.092369618322056
5741,United Arab Emirates,1995,20.110893855181452,Stomach cancer,Number,16.716791260875297,23.688982288248575,11.383769154509478
5742,United Arab Emirates,1995,20.110893855181452,Liver cancer,Number,7.005936676208694,13.325667484326257,3.498285908208144
5743,Palestine,1993,23.070188624859448,Other malignant neoplasms,Number,46.67707891352809,67.32022452227439,31.9465419985896
5744,Palestine,1995,24.7896645976006,Esophageal cancer,Number,3.706682505320824,5.428811728679892,2.4275526758201957
5745,Saudi Arabia,1996,108.72250336234154,Liver cancer,Number,89.75604513537643,123.95044548698772,60.974534733551614
5746,Saudi Arabia,1996,108.72250336234154,Larynx cancer,Number,44.74853897457392,61.9777705639347,30.785783555034907
5747,Saudi Arabia,1996,108.72250336234154,"Tracheal, bronchus, and lung cancer",Number,142.8931593631272,201.4042435196326,93.938131424247
5748,Saudi Arabia,1996,108.72250336234154,Breast cancer,Number,564.1153027141539,783.8215921120354,376.8997639976415
5749,Saudi Arabia,1996,108.72250336234154,Cervical cancer,Number,66.0354222331274,114.44191653486897,40.690065676016346
5750,Saudi Arabia,1996,108.72250336234154,Uterine cancer,Number,41.14911444509434,64.2243861471649,25.42374974280112
5751,Saudi Arabia,1996,108.72250336234154,Prostate cancer,Number,320.07508425879445,477.6009340222676,203.8988461242118
5752,Saudi Arabia,1996,108.72250336234154,Colon and rectum cancer,Number,263.35874458040973,361.0911601986547,179.74988375971213
5753,Saudi Arabia,1996,108.72250336234154,Lip and oral cavity cancer,Number,52.60830620461354,71.96129302878994,35.26003605467663
5754,Saudi Arabia,1996,108.72250336234154,Nasopharynx cancer,Number,75.37401444645077,104.79572266703454,48.78115612555226
5755,Saudi Arabia,1996,108.72250336234154,Other pharynx cancer,Number,7.357945357709215,10.295156142235736,4.851452754689669
5756,Libya,1995,43.55767504426209,Multiple myeloma,Number,16.410972403556386,23.52131879442505,10.52580485480632
5757,Libya,1995,43.55767504426209,Leukemia,Number,123.76588907507164,187.5966887058131,75.02174793922937
5758,Libya,1995,43.55767504426209,Other neoplasms,Number,26.1268794992995,39.78539032920301,16.154264787204458
5759,Libya,1996,45.22963841567259,Multiple myeloma,Number,16.755403184425152,23.850980970377623,10.801411980596905
5760,Libya,1996,45.22963841567259,Leukemia,Number,122.6151014921768,187.97029566870543,76.59884531826378
5761,Libya,1996,45.22963841567259,Other neoplasms,Number,26.93026925598117,40.4711508686403,16.375470442965778
5762,Syrian Arab Republic,1993,111.00529386767458,Other malignant neoplasms,Number,158.65796803743203,224.3489931978611,105.73362067303628
5763,Sudan,1995,154.30376413719827,Other malignant neoplasms,Number,299.46893827728246,474.3067760142187,176.83303811476767
5764,Libya,1995,43.55767504426209,Stomach cancer,Number,32.80835327421443,45.30468981455171,21.82400843379136
5765,Libya,1995,43.55767504426209,Liver cancer,Number,25.09709737776159,34.70711492449169,16.64198867619917
5766,Libya,1995,43.55767504426209,Larynx cancer,Number,38.46244991868215,53.58736280365501,25.903832133007587
5767,Libya,1995,43.55767504426209,"Tracheal, bronchus, and lung cancer",Number,89.18508370002357,123.77432896348778,59.56439576450239
5768,Tunisia,1995,99.7755816831415,Ovarian cancer,Number,65.14050690639792,92.71807997242078,42.956698596558006
5769,Tunisia,1995,99.7755816831415,Testicular cancer,Number,14.8933998669922,37.25170809984478,4.852970059154645
5770,Tunisia,1995,99.7755816831415,Kidney cancer,Number,43.65557272779111,61.64377450426799,29.68279075526272
5771,Tunisia,1995,99.7755816831415,Bladder cancer,Number,209.77316447224732,287.0834454802846,146.40209101237122
5772,Tunisia,1995,99.7755816831415,Brain and central nervous system cancer,Number,39.85980358540587,55.638251664695545,26.728264868639418
5773,Tunisia,1995,99.7755816831415,Thyroid cancer,Number,76.80080596450983,118.68758128250442,47.19457777967949
5774,Tunisia,1995,99.7755816831415,Mesothelioma,Number,1.1451294188595975,2.6121816192423,0.580778502159719
5775,Tunisia,1995,99.7755816831415,Hodgkin lymphoma,Number,33.302015128092364,46.7867729413215,22.06972289992603
5776,Tunisia,1995,99.7755816831415,Non-Hodgkin lymphoma,Number,41.33877286483847,57.51051544468309,28.578958598602817
5777,Tunisia,1995,99.7755816831415,Multiple myeloma,Number,39.53834745686487,55.68409855125217,25.828692245947
5778,Tunisia,1995,99.7755816831415,Leukemia,Number,184.9693478679164,262.9260253311683,116.73878028475848
5779,Tunisia,1995,99.7755816831415,Other neoplasms,Number,51.509489649325815,80.80201176283153,31.164208606958628
5780,Jordan,1996,42.20433660331919,Stomach cancer,Number,31.263275300234103,43.64057930990823,21.3949747771902
5781,Jordan,1996,42.20433660331919,Liver cancer,Number,11.380396555954285,15.828217840396194,7.617379426013481
5782,Saudi Arabia,1996,108.72250336234154,Multiple myeloma,Number,37.53966809572423,59.31133232293931,23.972904135442963
5783,Saudi Arabia,1996,108.72250336234154,Leukemia,Number,250.7640581010077,385.6150605633422,162.336100037951
5784,Saudi Arabia,1996,108.72250336234154,Other neoplasms,Number,68.07546745029633,107.15432497138464,40.215567421790205
5785,Kuwait,1996,19.063852951511144,Cervical cancer,Number,11.559835077906744,15.934507150963563,7.71495804103042
5786,Kuwait,1996,19.063852951511144,Uterine cancer,Number,9.627070073556505,13.24533592969125,6.674632430182109
5787,Kuwait,1996,19.063852951511144,Prostate cancer,Number,50.39469000980748,74.69552792507056,33.32964474647227
5788,Kuwait,1996,19.063852951511144,Colon and rectum cancer,Number,36.010451204382576,47.33291782924953,25.69943714988029
5789,Kuwait,1996,19.063852951511144,Lip and oral cavity cancer,Number,4.959634691210259,6.681235915662625,3.504570459298279
5790,Kuwait,1996,19.063852951511144,Nasopharynx cancer,Number,6.896908460903643,9.666340958988862,4.593430626122647
5791,Kuwait,1996,19.063852951511144,Other pharynx cancer,Number,1.0213497014470192,1.3807630364537276,0.6907329972131431
5792,United Arab Emirates,1996,21.64631383685292,Other malignant neoplasms,Number,61.16541141112192,97.9272101844544,36.1659547572207
5793,Tunisia,1996,104.82605524915033,Other malignant neoplasms,Number,200.54541226733144,273.6473066679115,137.85701882679024
5794,Lebanon,1993,67.44176357669788,Breast cancer,Number,464.25708970297023,647.9166206699149,308.0497475842918
5795,Lebanon,1993,67.44176357669788,Cervical cancer,Number,44.69690864914624,65.38590404005528,28.409067540355675
5796,Lebanon,1993,67.44176357669788,Uterine cancer,Number,44.90540125869939,68.38714796495566,29.06752092598293
5797,Lebanon,1993,67.44176357669788,Prostate cancer,Number,200.00253845688857,288.09666616735933,135.36899025423503
5798,Lebanon,1993,67.44176357669788,Colon and rectum cancer,Number,150.3795548749167,202.94210756974903,105.25007965969516
5799,Lebanon,1993,67.44176357669788,Lip and oral cavity cancer,Number,23.414903709130364,31.8241461079555,16.160456224365138
5800,Lebanon,1993,67.44176357669788,Nasopharynx cancer,Number,11.842101600014958,16.59613655525927,8.02587838314165
5801,Lebanon,1993,67.44176357669788,Other pharynx cancer,Number,3.1397615414355573,4.370922891883873,2.078197253685609
5802,Lebanon,1993,67.44176357669788,Gallbladder and biliary tract cancer,Number,13.375935539213804,18.71725628764056,9.204365032997693
5803,Lebanon,1993,67.44176357669788,Pancreatic cancer,Number,17.11368464256204,23.84301895697121,11.454625567691352
5804,Lebanon,1993,67.44176357669788,Malignant skin melanoma,Number,10.249810897703734,15.90500612223904,6.052500799684713
5805,Lebanon,1993,67.44176357669788,Non-melanoma skin cancer,Number,1.47378626845215,2.183408730963292,0.9588809222341408
5806,Lebanon,1993,67.44176357669788,Ovarian cancer,Number,50.669261484590606,79.52129254959647,30.30496726334189
5807,Lebanon,1993,67.44176357669788,Testicular cancer,Number,11.655639727003509,26.33959904076938,4.451436584179298
5808,Lebanon,1993,67.44176357669788,Kidney cancer,Number,22.643285111376255,31.350979356060883,15.27085847950672
5809,Yemen,1995,80.87722635736266,Esophageal cancer,Number,65.88563209418476,106.60442938793209,19.86621020378573
5810,Yemen,1995,80.87722635736266,Stomach cancer,Number,273.5823798583633,396.8888258478484,170.4502366675195
5811,Yemen,1995,80.87722635736266,Liver cancer,Number,39.88935919301148,63.03134218129609,22.59833007601561
5812,Algeria,1993,229.52022692381553,Lip and oral cavity cancer,Number,82.94201087732316,118.35600854978486,54.14294560224681
5813,Algeria,1993,229.52022692381553,Nasopharynx cancer,Number,283.62434879833216,403.6461628992056,184.7033558308485
5814,Algeria,1993,229.52022692381553,Other pharynx cancer,Number,25.952947492633022,36.765803088574856,16.246679289784733
5815,Algeria,1993,229.52022692381553,Gallbladder and biliary tract cancer,Number,127.03781001082312,185.95457690868983,82.14580480304305
5816,Algeria,1993,229.52022692381553,Pancreatic cancer,Number,60.70417810495882,87.0672289813312,39.3333361167251
